"x"
228.704197709469
233.70432322206
204.675325711119
248.235409673491
229.948573349003
245.300027344469
245.766144589596
233.204765373064
240.281023546264
250.850711132053
228.147811721977
244.493197717157
220.244003440572
231.806170220556
222.266782401686
207.879337084136
235.467622380958
249.720361244409
241.586424609481
241.872736657503
193.600934380476
230.508257350217
234.683030247281
238.390404242932
220.884931794076
239.072418386124
230.01881165745
220.265394612693
225.274825671272
227.535566631358
212.103358490845
216.228296130261
222.02043652663
264.232192542714
242.160999855614
248.37775952877
217.310464102919
231.188412300551
216.157665378861
222.592526893328
220.883877361975
244.249945000145
222.223438577462
217.614703123257
220.969166383738
187.179392775977
244.461636581924
195.816969258504
226.866853543883
211.889926660819
