"x"
24292.4350155626
28068.1686865486
31792.9207776633
46543.0748389986
23530.7272570853
40768.4704247687
12416.6376267734
4776.21492108942
8174.51089173915
29163.049318088
33586.5539224693
37193.1671949815
58574.0661624881
41638.9764169371
32020.7849844463
45823.7105416829
17787.4139274761
6233.8536079091
19284.8988782258
41985.258331175
45906.6585879254
38295.5705026208
9243.74154947264
11424.3444788407
36967.9675839771
41688.1098546479
40048.610190267
23681.2603192009
18152.9170898637
24386.7839562338
28045.2285747505
34329.3110662468
24660.0872908371
18368.5707820324
38371.441864131
39739.0448889418
13583.6550331944
12395.1816951773
26816.1432087446
45331.1697890134
10968.5811913151
17050.760105734
55799.6185778611
42803.0352082403
26844.8577787934
55410.2024960162
19652.116409483
28782.8488427641
41004.6124762427
9059.50609160168
