"x"
228626.357097677
313387.536960283
367054.780371237
340312.769941347
166279.806005366
289130.733941281
153697.778901063
251783.799734124
135880.850940537
428718.968241332
273566.506153708
343726.566614544
297785.184790854
412977.894337159
203287.971747409
199380.774091071
349539.709487623
192293.798831388
278655.79350198
500441.807536725
295586.584515808
250943.044940453
279881.72957091
373277.1186493
220058.512937928
295890.043992234
396892.678002176
446655.534754794
286866.284249573
250774.93736734
287117.161012848
224906.159450999
255000.393400003
287179.528869081
270929.72864513
317090.379703396
139331.455257319
393379.519710948
461934.440921512
241318.673990586
330770.228074776
239589.980290844
386396.66872615
320390.544748128
498084.1158564
271917.687120243
335464.553067215
295242.125094679
372978.634267698
281987.178384345
